full_image,image_snippet,person_id,iou,caption
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_3.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_4.JPG,,0.0,A man in a black coat is walking in the hallway with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_5.JPG,Persoon 2,0.0870788407099042,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_0.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_1.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_2.JPG,Persoon 3,0.2153326609300757,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_3.JPG,Persoon 3,0.032648503720496,A man in a black coat is walking in the hallway with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_4.JPG,,0.0,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_5.JPG,Persoon 3,0.0535604624883063,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_0.JPG,Persoon 4,0.0264441078738752,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_1.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_2.JPG,Persoon 4,0.1179342695373407,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_3.JPG,Persoon 4,0.0424933651110955,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_4.JPG,Persoon 4,0.3648455579926622,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_5.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_0.JPG,Persoon 5,0.0005811122757447,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_1.JPG,Persoon 5,0.0211614214583889,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_2.JPG,,0.0,A man in a black coat is walking in the hallway with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_3.JPG,,0.0,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_4.JPG,Persoon 5,0.0102080674543888,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_5.JPG,,0.0,A man in a black coat is walking through the door of a car 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_0.JPG,Persoon 6,0.1013626539838394,A man in a black suit is wearing a black jacket and black pants. He is carrying a pair of black scissors in his
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_1.JPG,Persoon 6,0.0972639630128246,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_2.JPG,,0.0,A man in a black coat is walking through the door of a car 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_3.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_4.JPG,Persoon 6,0.0780827615809392,A man in a black suit is wearing a black jacket and black pants. He is carrying a pair of black scissors in his
vlc-record-2019-02-15-10h16m13s-rtsp___80_0.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_0_5.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_0.JPG,Persoon 8,0.2139736660225865,A man in a black coat is walking through the door of a car 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_1.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_2.JPG,,0.0,A man in a black suit is wearing a black jacket and black pants. He is carrying a pair of black scissors in his
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_3.JPG,Persoon 8,0.188692748765203,A man in a black coat is walking through the door of a car 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_0.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_1.JPG,Persoon 2,0.0223053897640327,A man in a black suit is wearing a black jacket and black pants. He is carrying a pair of black scissors in his
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_2.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_3.JPG,Persoon 2,0.0184939297912436,A man in a black coat is walking through the door of a car 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_0.JPG,Persoon 4,0.1132726037004704,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_1.JPG,,0.0,A man in a black suit is wearing a black jacket and black pants. He is carrying a pair of black scissors in his
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_2.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_3.JPG,Persoon 4,0.0176711118294036,A man in a black coat is walking through the door of a car 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_0.JPG,Persoon 7,0.2050268814662671,A man in a black suit is wearing a black jacket and black pants. He is carrying a pair of black scissors in his
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_1.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_2.JPG,,0.0,A man in a black coat is walking through the door of a car 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_3.JPG,Persoon 7,0.0036531815841267,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_0.JPG,Persoon 9,0.2042367434305019,A man in a black suit is wearing a black jacket and black pants. He is carrying a pair of black scissors in his
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_1.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_2.JPG,Persoon 9,0.0430444231028077,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_3.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_0.JPG,,0.0,A woman in a suit is cutting her hair in the window 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_1.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_2.JPG,Persoon 5,0.6840604820761318,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_3.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_0.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_1.JPG,,0.0,A woman in a suit is cutting her hair in the window 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_2.JPG,,0.0,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m31s-rtsp___80_10155.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10155_3.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_0.JPG,Persoon 1,0.0001966350816673,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_1.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_2.JPG,Persoon 1,0.4450233189562922,A woman in a suit is cutting her hair in the window 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_3.JPG,,0.0,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_4.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_5.JPG,Persoon 1,0.1432371148647244,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_0.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_1.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_2.JPG,,0.0,A woman in a suit is cutting her hair in the window 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_3.JPG,,0.0,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_4.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_5.JPG,Persoon 2,0.0721450334327291,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_0.JPG,Persoon 3,0.2139746418069605,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_1.JPG,,0.0,A woman in a suit is cutting her hair in the window 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_2.JPG,Persoon 3,0.0387234670802623,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_3.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_4.JPG,,0.0,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_5.JPG,Persoon 3,0.0893979333546646,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_0.JPG,Persoon 4,0.065630485888475,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_1.JPG,Persoon 4,0.1968467156048455,A woman in a suit is cutting her hair in the window 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_2.JPG,Persoon 4,0.0306811207310262,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_3.JPG,Persoon 4,0.6557344956481942,A man in a black coat is walking down the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_4.JPG,Persoon 4,0.1553676160608645,A man in a black coat is walking on the road with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_5.JPG,,0.0,A man with a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_0.JPG,,0.0,A man in a black coat is walking down the street with a pair of black shoes on his head 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_1.JPG,Persoon 5,0.0019837476950309,A woman in a black coat is walking down the street with a black bag on her head 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_2.JPG,,0.0,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_3.JPG,Persoon 5,0.0099269107592415,A man in a black coat is walking down the street with his hands in his pockets 
vlc-record-2019-02-15-10h16m13s-rtsp___80_15.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_15_4.JPG,Persoon 5,0.019720295437291,A man in a black coat is walking on the road with his hands in his pockets 
